1308,610
1306,612
1305,612
1300,617
1299,617
1294,622
1293,622
1289,626
1288,626
1283,631
1282,631
1277,636
1276,636
1271,641
1270,641
1265,646
1264,646
1260,650
1259,650
1254,655
1253,655
1248,660
1247,660
1242,665
1241,665
1236,670
1235,670
1231,674
1230,674
1225,679
1224,679
1219,684
1218,684
1213,689
1212,689
1207,694
1206,694
1202,698
1201,698
1196,703
1195,703
1193,705
1190,705
1189,706
1178,706
1177,707
1167,707
1166,708
1155,708
1154,709
1144,709
1143,710
1132,710
1131,711
1121,711
1120,712
1109,712
1108,713
1098,713
1097,714
1086,714
1085,715
1075,715
1074,716
1063,716
1062,717
1052,717
1051,718
1040,718
1039,719
1029,719
1028,720
1017,720
1016,721
1006,721
1005,722
994,722
993,723
983,723
982,724
971,724
970,725
960,725
959,726
948,726
947,727
937,727
936,728
925,728
924,729
914,729
913,730
902,730
901,731
890,731
889,732
879,732
878,733
867,733
866,734
856,734
855,735
844,735
843,736
833,736
832,737
821,737
820,738
810,738
809,739
798,739
797,740
787,740
786,741
775,741
774,742
764,742
763,743
752,743
751,744
741,744
740,745
729,745
728,746
718,746
717,747
706,747
705,748
695,748
694,749
683,749
682,750
672,750
671,751
660,751
659,752
649,752
648,753
637,753
636,754
626,754
625,755
614,755
613,756
603,756
602,757
591,757
590,758
580,758
579,759
568,759
567,760
556,760
555,761
545,761
544,762
533,762
532,763
527,763
526,764
524,764
523,765
522,765
520,767
519,767
518,768
517,768
515,770
514,770
512,772
511,772
510,773
509,773
507,775
506,775
505,776
504,776
502,778
501,778
500,779
499,779
497,781
496,781
495,782
494,782
492,784
491,784
489,786
488,786
487,787
486,787
484,789
483,789
482,790
481,790
479,792
478,792
477,793
476,793
474,795
473,795
472,796
471,796
469,798
468,798
466,800
465,800
464,801
463,801
459,805
459,808
458,809
458,816
457,817
457,823
456,824
456,830
455,831
455,837
454,838
454,845
453,846
453,852
452,853
452,859
451,860
451,867
450,868
450,874
449,875
449,881
448,882
448,888
447,889
447,896
446,897
446,903
445,904
445,910
444,911
444,917
443,918
443,925
442,926
442,932
441,933
441,939
440,940
440,947
439,948
439,954
438,955
438,961
437,962
437,968
436,969
436,976
435,977
435,983
434,984
434,990
433,991
433,997
432,998
432,1005
431,1006
431,1012
430,1013
430,1019
429,1020
429,1027
428,1028
428,1034
427,1035
427,1041
426,1042
426,1048
425,1049
425,1056
424,1057
424,1063
423,1064
423,1070
422,1071
422,1075
423,1076
423,1077
424,1078
424,1079
428,1083
428,1084
431,1087
431,1088
435,1092
435,1093
438,1096
438,1097
442,1101
442,1102
445,1105
445,1106
449,1110
449,1111
452,1114
452,1115
456,1119
456,1120
459,1123
459,1124
463,1128
463,1129
466,1132
466,1133
470,1137
470,1138
473,1141
473,1142
477,1146
477,1147
480,1150
480,1151
484,1155
484,1156
487,1159
487,1160
491,1164
491,1165
494,1168
494,1169
498,1173
498,1174
502,1178
502,1179
505,1182
505,1183
509,1187
509,1188
512,1191
512,1192
516,1196
516,1197
519,1200
519,1201
523,1205
523,1206
526,1209
526,1210
530,1214
530,1215
533,1218
533,1219
537,1223
537,1224
540,1227
540,1228
544,1232
544,1233
547,1236
547,1237
551,1241
551,1242
554,1245
554,1246
558,1250
558,1251
561,1254
561,1255
565,1259
565,1260
568,1263
568,1264
572,1268
572,1269
575,1272
575,1273
579,1277
579,1278
582,1281
582,1282
586,1286
586,1287
590,1291
590,1292
593,1295
594,1295
595,1296
615,1296
616,1297
655,1297
656,1298
696,1298
697,1299
737,1299
738,1300
777,1300
778,1301
818,1301
819,1302
858,1302
859,1303
899,1303
900,1304
939,1304
940,1305
980,1305
981,1306
1021,1306
1022,1307
1061,1307
1062,1308
1102,1308
1103,1309
1142,1309
1143,1310
1183,1310
1184,1311
1224,1311
1225,1312
1264,1312
1265,1313
1305,1313
1306,1314
1345,1314
1346,1315
1366,1315
1367,1314
1368,1314
1371,1311
1371,1310
1372,1309
1372,1308
1374,1306
1374,1305
1375,1304
1375,1303
1376,1302
1376,1301
1378,1299
1378,1298
1379,1297
1379,1296
1380,1295
1380,1294
1382,1292
1382,1291
1383,1290
1383,1289
1384,1288
1384,1287
1386,1285
1386,1284
1387,1283
1387,1282
1389,1280
1389,1279
1390,1278
1390,1277
1391,1276
1391,1275
1393,1273
1393,1272
1394,1271
1394,1270
1395,1269
1395,1268
1397,1266
1397,1265
1398,1264
1398,1263
1400,1261
1400,1260
1401,1259
1401,1258
1402,1257
1402,1256
1404,1254
1404,1253
1405,1252
1405,1251
1406,1250
1406,1249
1408,1247
1408,1246
1409,1245
1409,1244
1410,1243
1410,1242
1412,1240
1412,1239
1413,1238
1413,1237
1415,1235
1415,1234
1416,1233
1416,1232
1417,1231
1417,1230
1419,1228
1419,1227
1420,1226
1420,1225
1421,1224
1421,1223
1423,1221
1423,1220
1424,1219
1424,1218
1426,1216
1426,1215
1427,1214
1427,1213
1428,1212
1428,1211
1430,1209
1430,1208
1431,1207
1431,1206
1432,1205
1432,1204
1434,1202
1434,1201
1435,1200
1435,1199
1436,1198
1436,1197
1438,1195
1438,1194
1439,1193
1439,1192
1441,1190
1441,1189
1442,1188
1442,1187
1443,1186
1443,1185
1445,1183
1445,1182
1446,1181
1446,1180
1447,1179
1447,1178
1449,1176
1449,1175
1450,1174
1450,1173
1452,1171
1452,1170
1453,1169
1453,1168
1454,1167
1454,1166
1456,1164
1456,1163
1457,1162
1457,1161
1458,1160
1458,1159
1460,1157
1460,1156
1461,1155
1461,1154
1462,1153
1462,1152
1464,1150
1464,1149
1465,1148
1465,1147
1467,1145
1467,1144
1468,1143
1468,1142
1469,1141
1469,1140
1471,1138
1471,1137
1472,1136
1472,1135
1473,1134
1473,1133
1475,1131
1475,1130
1476,1129
1476,1128
1477,1127
1477,1126
1479,1124
1479,1123
1480,1122
1480,1121
1482,1119
1482,1118
1483,1117
1483,1116
1484,1115
1484,1114
1486,1112
1486,1111
1487,1110
1487,1109
1488,1108
1488,1107
1490,1105
1490,1104
1491,1103
1491,1102
1493,1100
1493,1099
1494,1098
1494,1097
1495,1096
1495,1095
1497,1093
1497,1092
1498,1091
1498,1090
1499,1089
1499,1088
1501,1086
1501,1085
1502,1084
1502,1083
1503,1082
1503,1081
1505,1079
1505,1078
1506,1077
1506,1076
1508,1074
1508,1073
1509,1072
1509,1071
1510,1070
1510,1069
1512,1067
1512,1066
1513,1065
1513,1064
1514,1063
1514,1062
1516,1060
1516,1059
1517,1058
1517,1057
1519,1055
1519,1054
1520,1053
1520,1052
1521,1051
1521,1050
1523,1048
1523,1047
1524,1046
1524,1045
1525,1044
1525,1043
1527,1041
1527,1040
1528,1039
1528,1038
1529,1037
1529,1036
1531,1034
1531,1033
1532,1032
1532,1031
1534,1029
1534,1028
1535,1027
1535,1026
1536,1025
1536,1024
1538,1022
1538,1021
1539,1020
1539,1019
1540,1018
1540,1017
1542,1015
1542,1014
1543,1013
1543,1012
1545,1010
1545,1009
1546,1008
1546,1007
1547,1006
1547,1005
1549,1003
1549,1002
1550,1001
1550,1000
1551,999
1551,998
1553,996
1553,995
1554,994
1554,993
1555,992
1555,991
1557,989
1557,988
1558,987
1558,986
1560,984
1560,983
1561,982
1561,981
1562,980
1562,979
1564,977
1564,976
1565,975
1565,974
1566,973
1566,972
1568,970
1568,969
1569,968
1569,967
1571,965
1571,964
1572,963
1572,962
1573,961
1573,960
1575,958
1575,957
1576,956
1576,955
1577,954
1577,953
1579,951
1579,950
1580,949
1580,948
1581,947
1581,946
1583,944
1583,943
1584,942
1584,941
1586,939
1586,938
1587,937
1587,936
1588,935
1588,934
1590,932
1590,931
1591,930
1591,929
1592,928
1592,927
1594,925
1594,924
1595,923
1595,922
1596,921
1596,920
1598,918
1598,917
1599,916
1599,915
1601,913
1601,912
1602,911
1602,910
1603,909
1603,908
1605,906
1605,905
1606,904
1606,903
1607,902
1607,901
1609,899
1609,898
1610,897
1610,896
1612,894
1612,893
1613,892
1613,891
1614,890
1614,889
1616,887
1616,886
1617,885
1617,884
1618,883
1618,882
1620,880
1620,879
1621,878
1621,877
1622,876
1622,875
1624,873
1624,872
1625,871
1625,870
1627,868
1627,867
1628,866
1628,865
1629,864
1629,863
1631,861
1631,860
1632,859
1632,858
1633,857
1633,856
1635,854
1635,853
1636,852
1636,851
1638,849
1638,848
1639,847
1639,846
1640,845
1640,844
1642,842
1642,841
1643,840
1643,839
1644,838
1644,837
1646,835
1646,834
1647,833
1647,832
1648,831
1648,830
1650,828
1650,827
1651,826
1651,825
1653,823
1653,822
1654,821
1654,820
1655,819
1655,818
1657,816
1657,815
1658,814
1658,813
1659,812
1659,807
1656,804
1655,804
1654,803
1653,803
1652,802
1651,802
1649,800
1648,800
1647,799
1646,799
1645,798
1644,798
1642,796
1641,796
1640,795
1639,795
1638,794
1637,794
1635,792
1634,792
1633,791
1632,791
1631,790
1630,790
1628,788
1627,788
1626,787
1625,787
1624,786
1623,786
1622,785
1621,785
1619,783
1618,783
1617,782
1616,782
1615,781
1614,781
1612,779
1611,779
1610,778
1609,778
1608,777
1607,777
1605,775
1604,775
1603,774
1602,774
1601,773
1600,773
1598,771
1597,771
1596,770
1595,770
1594,769
1593,769
1591,767
1590,767
1589,766
1588,766
1587,765
1586,765
1584,763
1583,763
1582,762
1581,762
1580,761
1579,761
1578,760
1577,760
1575,758
1574,758
1573,757
1572,757
1571,756
1570,756
1568,754
1567,754
1566,753
1565,753
1564,752
1563,752
1561,750
1560,750
1559,749
1558,749
1557,748
1556,748
1554,746
1553,746
1552,745
1551,745
1550,744
1549,744
1547,742
1546,742
1545,741
1544,741
1543,740
1542,740
1540,738
1539,738
1538,737
1537,737
1536,736
1535,736
1534,735
1533,735
1531,733
1530,733
1529,732
1528,732
1527,731
1526,731
1524,729
1523,729
1522,728
1521,728
1520,727
1519,727
1517,725
1516,725
1515,724
1514,724
1513,723
1512,723
1510,721
1509,721
1508,720
1507,720
1506,719
1505,719
1503,717
1502,717
1501,716
1500,716
1499,715
1498,715
1496,713
1495,713
1494,712
1493,712
1492,711
1491,711
1490,710
1489,710
1487,708
1486,708
1485,707
1484,707
1483,706
1482,706
1480,704
1479,704
1478,703
1477,703
1476,702
1475,702
1473,700
1472,700
1471,699
1470,699
1469,698
1468,698
1466,696
1465,696
1464,695
1463,695
1462,694
1461,694
1459,692
1458,692
1457,691
1456,691
1455,690
1454,690
1452,688
1451,688
1450,687
1449,687
1448,686
1447,686
1446,685
1445,685
1443,683
1442,683
1441,682
1440,682
1439,681
1438,681
1436,679
1435,679
1434,678
1433,678
1432,677
1431,677
1429,675
1428,675
1427,674
1426,674
1425,673
1424,673
1422,671
1421,671
1420,670
1419,670
1418,669
1417,669
1415,667
1414,667
1413,666
1412,666
1411,665
1410,665
1408,663
1407,663
1406,662
1405,662
1404,661
1403,661
1402,660
1401,660
1399,658
1398,658
1397,657
1396,657
1395,656
1394,656
1392,654
1391,654
1390,653
1389,653
1388,652
1387,652
1385,650
1384,650
1383,649
1382,649
1381,648
1380,648
1378,646
1377,646
1376,645
1375,645
1374,644
1373,644
1371,642
1370,642
1369,641
1368,641
1367,640
1366,640
1364,638
1363,638
1362,637
1361,637
1360,636
1359,636
1358,635
1357,635
1355,633
1354,633
1353,632
1352,632
1351,631
1350,631
1348,629
1347,629
1346,628
1345,628
1344,627
1343,627
1341,625
1340,625
1339,624
1338,624
1337,623
1336,623
1334,621
1333,621
1332,620
1331,620
1330,619
1329,619
1327,617
1326,617
1325,616
1324,616
1323,615
1322,615
1320,613
1319,613
1318,612
1317,612
1316,611
1315,611
1314,610
